"","x"
"280",509364
"281",317434
"282",267412
"283",391074
"284",632733
"285",266019
"286",272372
"287",291300
"288",329948
"289",264722
"290",504725
"291",370209
"292",298449
"293",300812
"294",282172
"295",366089
"296",274245
"297",360032
"298",284629
"299",308241
"300",348059
"301",250583
"302",250423
"303",382859
"304",306639
"305",304957
"306",278552
"307",560313
"308",277695
"309",320615
"310",263728
"311",258725
"312",409246
"313",651702
"314",644278
"315",291692
"316",535852
"317",445758
"318",357619
"319",452353
"320",285000
"321",263300
"322",257421
"323",475775
"324",455469
"325",269323
"326",268707
"327",328581
"328",385520
"329",311376
"330",278391
"331",364657
"332",522241
"333",381030
"334",352188
"335",398874
"336",269168
"337",253717
"338",306908
"339",263871
"340",258735
"341",275867
"342",337908
"343",398959
"344",303129
"345",254680
"346",308945
"347",332689
"348",382532
"349",250918
"350",267915
"351",376474
"352",261881
"353",427744
"354",272471
"355",259058
"356",314440
"357",301251
"358",307468
"359",377113
"360",392167
"361",351757
"362",345420
"363",330850
"364",337195
"365",394690
"366",338162
"367",364803
"368",302677
"369",347248
"370",274200
"371",258973
"372",258126
"373",337575
"374",308241
"375",298623
"376",270935
"377",338833
"378",341631
"379",366876
"380",287413
"381",420526
"382",400061
"383",473206
"384",303579
"385",338242
"386",303725
"387",332465
"388",268282
"389",272587
"390",266780
"391",412379
"392",266645
"393",370119
"394",252842
"395",427541
"396",361278
"397",314539
"398",375526
"399",291494
"400",331569
"401",277203
"402",328981
"403",253003
"404",265671
"405",402718
"406",285580
"407",325509
"408",344519
"409",405601
"410",263444
"411",320294
"412",283079
"413",343982
"414",300851
"415",581128
"416",282553
"417",274228
"418",271710
"419",444725
"420",335276
"421",284616
"422",369907
"423",608881
"424",352797
"425",283268
"426",278442
"427",326352
"428",323309
"429",341638
"430",288557
"431",263984
"432",384787
"433",490871
"434",327902
"435",430151
"436",292120
"437",255406
"438",278076
"439",257405
"440",431245
"441",451019
"442",259412
"443",430336
"444",345157
"445",433602
"446",350103
"447",312271
"448",259109
"449",373432
"450",337825
"451",266646
"452",267281
"453",310639
"454",370675
"455",398931
"456",321274
"457",407714
"458",265361
"459",297767
"460",251908
"461",304695
"462",408012
"463",295073
"464",262461
"465",342642
"466",391114
"467",328881
"468",364899
"469",437994
"470",365881
"471",256356
"472",292570
"473",409189
"474",410199
"475",403489
"476",339547
"477",264527
"478",271173
"479",284859
"480",266668
"481",389856
"482",436431
"483",348430
"484",263896
"485",335376
"486",297551
"487",343579
"488",326283
"489",914061
"490",350759
"491",291783
"492",295166
"493",300497
"494",338089
"495",289390
"496",358655
"497",286026
"498",401473
"499",355536
"500",285742
"501",274499
"502",305474
"503",327079
"504",276937
"505",329341
"506",265579
"507",403107
"508",624006
"509",344094
"510",275236
"511",340432
"512",278303
"513",300681
"514",510072
"515",328906
"516",484475
"517",319205
"518",389182
"519",262118
"520",307589
"521",327573
"522",307267
"523",255004
"524",354351
"525",346189
"526",304864
"527",505365
"528",268520
"529",265932
"530",277507
"531",314464
"532",368561
"533",285570
"534",380899
"535",325217
"536",277788
"537",308945
"538",299536
"539",257940
"540",383670
"541",259727
"542",277772
"543",258231
"544",293628
"545",593246
"546",276759
"547",271243
"548",306156
"549",347653
"550",272792
"551",340763
"552",269355
"553",319271
"554",376416
"555",323829
"556",287454
"557",313170
"558",268282
"559",369131
"560",356861
"561",264351
"562",295010
"563",291904
"564",326701
"565",258730
"566",300275
"567",255254
"568",261504
"569",714597
"570",418901
"571",816750
"572",301614
"573",307134
"574",250782
"575",281574
"576",298753
"577",274948
"578",385251
"579",491214
"580",356410
"581",301070
"582",266047
"583",446724
"584",357118
"585",308798
"586",552529
"587",386236
"588",355124
"589",333838
"590",391585
"591",255476
"592",320451
"593",454717
"594",374474
"595",254711
"596",288829
"597",303942
"598",339346
"599",398220
"600",309348
"601",264143
"602",366889
"603",393962
"604",379798
"605",270859
"606",377405
"607",259010
"608",334593
"609",374764
"610",255847
"611",328119
"612",348059
"613",425622
"614",336320
"615",267912
"616",575172
"617",311489
"618",272723
"619",475322
"620",332489
"621",292110
"622",322025
"623",263886
"624",362775
"625",353824
"626",250804
"627",385583
"628",347993
"629",278553
"630",256448
"631",622192
"632",286422
"633",378585
"634",340269
"635",305609
"636",312845
"637",264874
"638",268832
"639",257597
"640",266497
"641",287972
"642",333197
"643",420040
"644",301080
"645",382532
"646",375703
"647",252708
"648",355850
"649",350387
"650",283587
"651",287581
"652",281725
"653",566066
"654",260977
"655",364548
"656",278763
"657",253581
"658",493732
"659",325802
"660",316589
"661",365739
"662",309990
"663",274545
"664",284061
"665",255575
"666",302661
"667",316820
"668",339738
"669",273049
"670",269548
"671",319303
"672",427437
"673",294547
"674",288158
"675",388725
"676",347136
"677",362787
"678",322691
"679",336543
"680",272591
"681",312372
"682",342414
"683",398130
"684",331539
"685",311863
"686",344275
"687",427320
"688",259757
"689",262024
"690",287681
"691",303601
"692",365410
"693",394356
"694",263150
"695",313873
"696",271807
"697",292285
"698",275446
"699",328013
"700",382688
"701",256278
"702",614113
"703",303240
"704",266047
"705",285890
"706",292264
"707",352451
"708",260496
"709",313817
"710",259532
"711",316337
"712",311534
"713",256813
"714",408318
"715",277347
"716",344014
"717",261419
"718",445365
"719",472517
"720",301628
"721",258231
"722",266433
"723",256609
"724",332155
"725",311015
"726",402124
"727",402771
"728",262818
"729",379672
"730",376393
"731",275197
"732",282951
"733",263081
"734",311231
"735",459556
"736",294209
"737",285294
"738",288907
"739",391349
"740",285208
"741",548568
"742",320425
"743",325159
"744",266439
"745",311974
"746",565769
"747",329980
"748",284250
"749",309178
"750",261839
"751",260645
"752",399123
"753",296897
"754",429832
"755",352542
"756",289707
"757",345734
"758",424988
"759",255685
"760",390348
"761",260954
"762",331237
"763",265074
"764",306985
"765",389792
"766",359001
"767",260052
"768",269723
"769",326931
"770",307133
"771",371576
"772",426350
"773",345577
"774",322144
"775",353524
"776",328734
"777",254547
"778",270557
"779",358753
"780",360879
"781",256051
"782",266583
"783",409464
"784",323833
"785",290290
"786",291746
"787",392668
"788",307767
"789",267799
"790",334267
"791",413870
"792",253456
"793",395297
"794",385357
"795",341643
"796",264016
"797",304699
"798",267181
"799",269681
"800",789600
"801",260560
"802",318644
"803",405281
"804",346478
"805",275357
"806",304871
"807",309466
"808",257849
"809",403471
"810",262243
"811",403118
"812",334456
"813",263110
"814",279015
"815",404661
"816",256680
"817",333910
"818",386726
"819",373593
"820",391936
"821",398988
"822",348092
"823",268913
"824",288216
"825",378036
"826",332928
"827",375502
"828",375606
"829",377401
"830",424340
"831",293917
"832",345450
"833",265371
"834",447144
"835",280077
"836",281685
"837",864960
"838",398019
"839",299119
"840",278632
"841",312985
"842",276309
"843",338740
"844",258883
"845",497414
"846",339196
"847",321456
"848",332154
"849",471876
"850",280966
"851",723746
"852",427422
"853",335950
"854",312052
"855",269221
"856",322691
"857",301514
"858",377815
"859",271379
"860",421837
"861",345122
"862",328906
"863",329980
"864",692831
"865",325373
"866",334744
"867",278130
"868",251073
"869",360879
"870",409172
"871",535869
"872",335067
"873",355236
"874",356250
"875",356347
"876",300333
"877",433624
"878",256908
"879",334422
"880",323212
"881",300373
"882",350550
"883",250224
"884",285775
"885",273675
"886",252518
"887",291569
"888",638116
"889",269045
"890",276728
"891",467936
"892",264136
"893",333838
"894",317185
"895",278200
"896",402089
"897",698039
"898",334291
"899",264129
"900",427812
"901",472861
"902",300915
"903",308171
"904",320833
"905",285365
"906",449101
"907",258121
"908",254767
"909",340543
"910",371886
"911",282779
"912",373231
"913",310197
"914",338948
"915",677398
"916",263300
"917",304605
"918",296090
"919",269763
"920",287833
"921",293475
"922",276214
"923",286419
"924",283969
"925",251091
"926",464621
"927",308498
"928",321865
"929",374423
"930",259715
"931",367334
"932",301124
"933",348592
"934",370990
"935",324311
"936",413846
"937",408328
"938",269254
"939",332249
"940",291586
"941",302604
"942",327120
"943",351416
"944",324231
"945",547931
"946",377017
"947",378723
"948",312766
"949",283174
"950",349951
"951",308955
"952",261929
"953",301010
"954",259972
"955",393673
"956",304955
"957",274424
"958",318450
"959",305145
"960",358628
"961",295939
"962",252563
"963",285224
"964",282389
"965",287436
"966",497039
"967",315470
"968",252079
"969",346605
"970",451742
"971",350131
"972",271282
"973",420081
"974",266855
"975",350400
"976",275507
"977",298161
"978",261012
"979",253827
"980",279340
"981",270889
"982",256649
"983",359155
"984",460322
"985",274657
"986",260549
"987",408208
"988",666014
"989",474568
"990",414910
"991",352614
"992",301251
"993",314823
"994",287681
"995",313445
"996",289148
"997",314375
"998",251890
"999",309131
"1000",263200
"1001",258819
"1002",452640
"1003",329654
"1004",341294
"1005",336042
"1006",274106
"1007",298227
"1008",265190
"1009",252616
"1010",282489
"1011",359155
"1012",251091
"1013",250040
"1014",347491
"1015",316470
"1016",260082
"1017",256496
"1018",401069
"1019",330715
"1020",284317
"1021",393673
"1022",358382
"1023",339423
"1024",287737
"1025",256211
"1026",298605
"1027",254547
"1028",289982
"1029",279543
"1030",279580
"1031",765214
"1032",285177
"1033",269323
"1034",390746
"1035",337995
"1036",253060
"1037",445480
"1038",761800
"1039",259873
"1040",313132
"1041",264025
"1042",283092
"1043",316793
"1044",460356
"1045",289890
"1046",351760
"1047",1047822
"1048",294420
"1049",325159
"1050",267706
"1051",273010
"1052",393122
"1053",345577
"1054",292380
"1055",436651
"1056",256504
"1057",373099
"1058",544319
"1059",348960
"1060",280519
"1061",397346
"1062",253814
"1063",251786
"1064",393673
"1065",292803
"1066",368014
"1067",342510
"1068",254025
"1069",410114
"1070",320422
"1071",257017
"1072",321787
"1073",370675
"1074",319758
"1075",256866
"1076",315640
"1077",617917
"1078",450695
"1079",352156
"1080",309196
"1081",255543
"1082",367209
"1083",292710
"1084",301614
"1085",261714
"1086",266316
"1087",344060
"1088",301359
"1089",333070
"1090",267661
"1091",280567
"1092",298967
"1093",289442
"1094",312923
"1095",373216
"1096",271312
"1097",429696
"1098",309955
"1099",275154
"1100",277471
"1101",396722
"1102",411604
"1103",289653
"1104",406518
"1105",372793
"1106",275792
"1107",388594
"1108",284710
"1109",263574
"1110",366876
"1111",443377
"1112",317625
"1113",271493
"1114",293485
"1115",257105
"1116",311920
"1117",363298
"1118",339814
"1119",308296
"1120",372130
"1121",522881
"1122",365745
"1123",255927
"1124",266433
"1125",298510
"1126",437161
"1127",421010
"1128",352277
"1129",260560
"1130",283731
"1131",303704
"1132",304082
"1133",340605
"1134",379710
"1135",365350
"1136",344804
"1137",252818
"1138",251120
"1139",309590
"1140",479296
"1141",263125
"1142",307761
"1143",324655
"1144",365430
"1145",340885
"1146",285570
"1147",376755
"1148",250226
"1149",300679
"1150",331650
"1151",459189
"1152",363418
"1153",257555
"1154",410351
"1155",255117
"1156",324469
"1157",337001
"1158",257910
"1159",250261
"1160",469005
"1161",379917
"1162",253135
"1163",457070
"1164",257033
"1165",333304
"1166",265706
"1167",276559
"1168",276005
"1169",308689
"1170",274528
"1171",298449
"1172",271343
"1173",262043
"1174",351731
"1175",347112
"1176",324505
"1177",300099
"1178",369902
"1179",306420
"1180",370057
"1181",308770
"1182",255004
"1183",315287
"1184",750972
"1185",505365
"1186",326005
"1187",385793
"1188",390537
"1189",282461
"1190",458609
"1191",520231
"1192",272166
"1193",335569
"1194",319052
"1195",409815
"1196",589155
"1197",402522
"1198",415755
"1199",289653
"1200",322866
"1201",538193
"1202",256367
"1203",291167
"1204",323584
"1205",346081
"1206",344381
"1207",268525
"1208",396099
"1209",298885
"1210",393965
"1211",261241
"1212",252646
"1213",428251
"1214",348059
"1215",318612
"1216",306633
"1217",356286
"1218",275943
"1219",365871
"1220",314567
"1221",454321
"1222",455399
"1223",301694
"1224",259652
"1225",264017
"1226",477345
"1227",267412
"1228",281237
"1229",254593
"1230",294671
"1231",368586
"1232",311603
"1233",323798
"1234",253890
"1235",258594
"1236",250853
"1237",365739
"1238",257863
"1239",470486
"1240",314649
"1241",291529
"1242",252392
"1243",325461
"1244",274869
"1245",265204
"1246",437318
"1247",388225
"1248",417227
"1249",328301
"1250",381679
"1251",360884
"1252",256992
"1253",344415
"1254",332194
"1255",290922
"1256",341762
"1257",311570
"1258",588739
"1259",327435
"1260",266828
"1261",251526
"1262",307149
"1263",282173
"1264",449578
"1265",309028
"1266",258498
"1267",486436
"1268",275236
"1269",344624
"1270",387521
"1271",325033
"1272",285637
"1273",290882
"1274",316184
"1275",302712
"1276",588484
"1277",307375
"1278",313945
"1279",275517
"1280",377798
"1281",275369
"1282",300584
"1283",362068
"1284",335701
"1285",250322
"1286",405177
"1287",320451
"1288",366109
"1289",373903
"1290",289403
"1291",398480
"1292",254202
"1293",277858
"1294",449101
"1295",330535
"1296",269733
"1297",355856
"1298",275100
"1299",346736
"1300",264936
"1301",269722
"1302",251905
"1303",303176
"1304",358434
"1305",250648
"1306",253627
"1307",528618
"1308",273796
"1309",373699
"1310",419712
"1311",373628
"1312",331861
"1313",252570
"1314",806552
"1315",358355
"1316",478354
"1317",321313
"1318",264228
"1319",345066
"1320",287372
"1321",275110
"1322",352089
"1323",264554
"1324",323636
"1325",343631
"1326",403121
"1327",467936
"1328",324421
"1329",344624
"1330",353871
"1331",252134
"1332",296212
"1333",333838
"1334",345730
"1335",344519
"1336",394191
"1337",305834
"1338",505168
"1339",256417
"1340",255503
"1341",305327
"1342",858091
"1343",379246
"1344",339518
"1345",388672
"1346",361497
"1347",451327
"1348",340217
"1349",269786
"1350",482082
"1351",289890
"1352",270488
"1353",256796
"1354",267458
"1355",260782
"1356",299215
"1357",263398
"1358",378922
"1359",292883
"1360",663291
"1361",266828
"1362",268893
"1363",447554
"1364",304955
"1365",395206
"1366",312667
"1367",309778
"1368",289991
"1369",255543
"1370",318168
"1371",337953
"1372",451603
"1373",455995
"1374",285335
"1375",376700
"1376",416103
"1377",460408
"1378",416745
"1379",292136
"1380",360224
"1381",350103
"1382",411595
"1383",581025
"1384",405713
"1385",266347
"1386",255978
"1387",266971
"1388",334593
"1389",290044
"1390",288630
"1391",453983
"1392",305379
"1393",400535
"1394",330802
"1395",330836
"1396",323985
"1397",282701
"1398",314007
"1399",380922
"1400",656488
"1401",282398
"1402",342510
"1403",298045
"1404",295120
"1405",287229
"1406",324046
"1407",421633
"1408",276868
"1409",320811
"1410",296594
"1411",478457
"1412",422836
"1413",266860
"1414",393456
"1415",318382
"1416",354520
"1417",557349
"1418",255252
"1419",421350
"1420",498267
"1421",323919
"1422",264514
"1423",354493
"1424",397752
"1425",272237
"1426",262092
"1427",350850
"1428",366088
"1429",442478
"1430",282165
"1431",250517
"1432",352971
"1433",421228
"1434",306868
"1435",256723
"1436",283737
"1437",282023
"1438",287681
"1439",265685
"1440",316304
"1441",416506
"1442",655066
"1443",304223
"1444",348131
"1445",308239
"1446",340288
"1447",426431
"1448",278736
"1449",379070
"1450",335522
"1451",317580
"1452",417543
"1453",253854
"1454",314007
"1455",494371
"1456",270421
"1457",319831
"1458",282069
"1459",737315
"1460",541755
"1461",436198
"1462",367020
"1463",361219
"1464",334984
"1465",401134
"1466",306693
"1467",286166
"1468",266400
"1469",335248
"1470",266467
"1471",334366
"1472",347653
"1473",386806
"1474",594521
"1475",287317
"1476",352317
"1477",310429
"1478",294443
"1479",258862
"1480",402771
"1481",334105
"1482",320877
"1483",320451
"1484",254351
"1485",442656
"1486",491000
"1487",254303
"1488",455995
"1489",412017
"1490",289442
"1491",350131
"1492",430672
"1493",281315
"1494",342765
"1495",349534
"1496",355700
"1497",308739
"1498",297906
"1499",339029
"1500",315476
"1501",496856
"1502",294466
"1503",385959
"1504",589838
"1505",287920
"1506",415266
"1507",305348
"1508",364986
"1509",324550
"1510",322799
"1511",479296
"1512",323385
"1513",355559
"1514",279724
"1515",283037
"1516",312485
"1517",272569
"1518",605504
"1519",303440
"1520",263871
"1521",298624
"1522",304779
"1523",257128
"1524",490332
"1525",329174
"1526",272742
"1527",250832
"1528",282069
"1529",369164
"1530",299249
"1531",320012
"1532",304001
"1533",423453
"1534",304001
"1535",251603
"1536",366180
"1537",293324
"1538",298871
"1539",354496
"1540",416541
"1541",378581
"1542",445382
"1543",341760
"1544",558752
"1545",334421
"1546",347491
"1547",340917
"1548",347829
"1549",347189
"1550",313786
"1551",367216
"1552",408988
"1553",311743
"1554",323229
"1555",254230
"1556",254202
"1557",403344
"1558",353824
"1559",335400
"1560",263650
"1561",273147
"1562",259131
"1563",257756
"1564",448862
"1565",278391
"1566",255595
"1567",374983
"1568",261688
"1569",315449
"1570",299197
"1571",299991
"1572",256970
"1573",272865
"1574",284889
"1575",311446
"1576",429281
"1577",378546
"1578",277772
"1579",415755
"1580",400356
"1581",289228
"1582",262848
"1583",337944
"1584",772919
"1585",318891
"1586",259788
"1587",334418
"1588",260833
"1589",323985
"1590",270655
"1591",301614
"1592",884434
"1593",259673
"1594",278637
"1595",373545
"1596",377017
"1597",344696
"1598",289636
"1599",495288
"1600",260454
"1601",278021
"1602",340665
"1603",392518
"1604",399117
"1605",377322
"1606",305319
"1607",257250
"1608",269485
"1609",297248
"1610",488720
"1611",321456
"1612",369188
"1613",299353
"1614",283416
"1615",346736
"1616",264055
"1617",309620
"1618",296158
"1619",278553
"1620",351772
"1621",328118
"1622",307353
"1623",281209
"1624",407436
"1625",280081
"1626",340651
"1627",295127
"1628",340797
"1629",309903
"1630",256984
"1631",369781
"1632",311288
"1633",313830
"1634",444554
"1635",604045
"1636",318647
"1637",260327
"1638",437940
"1639",697806
"1640",411700
"1641",317690
"1642",385183
"1643",376016
"1644",291232
"1645",250149
"1646",632271
"1647",295607
"1648",288353
"1649",336101
"1650",312552
"1651",316688
"1652",381965
"1653",348771
"1654",361497
"1655",254890
"1656",296478
"1657",260062
"1658",324685
"1659",328216
"1660",253250
"1661",497788
"1662",264758
"1663",347993
"1664",349148
"1665",464484
"1666",348592
"1667",283945
"1668",312667
"1669",587310
"1670",328227
"1671",274200
"1672",265148
"1673",302606
"1674",250165
"1675",269620
"1676",304605
"1677",262634
"1678",280766
"1679",308857
"1680",365009
"1681",344698
"1682",389456
"1683",331861
"1684",336423
"1685",269687
"1686",330087
"1687",276096
"1688",386773
"1689",320027
"1690",307640
"1691",269015
"1692",467759
"1693",303677
"1694",472344
"1695",362679
"1696",398874
"1697",289224
"1698",261259
"1699",438587
"1700",271162
"1701",277695
"1702",277347
"1703",274689
"1704",427055
"1705",269317
"1706",314068
"1707",266960
"1708",259846
"1709",538243
"1710",441227
"1711",341943
"1712",327435
"1713",376474
"1714",459465
"1715",281608
"1716",261207
"1717",269004
"1718",360494
"1719",378009
"1720",353031
"1721",274158
"1722",257421
"1723",316323
"1724",454950
"1725",284277
"1726",324445
"1727",399123
"1728",269605
"1729",277434
"1730",250054
"1731",310655
"1732",276218
"1733",439777
"1734",265097
"1735",332194
"1736",291979
"1737",302229
"1738",414791
"1739",302149
"1740",260782
"1741",254351
"1742",1490400
"1743",314373
"1744",326701
"1745",408208
"1746",394927
"1747",399455
"1748",278254
"1749",304143
"1750",287031
"1751",307353
"1752",303155
"1753",301634
"1754",768659
"1755",341814
"1756",764638
"1757",303637
"1758",307543
"1759",264351
"1760",352430
"1761",301251
"1762",335846
"1763",437458
"1764",261995
"1765",342480
"1766",270131
"1767",259425
"1768",321865
"1769",300687
"1770",307724
"1771",320510
"1772",349148
"1773",283342
"1774",273051
"1775",265148
"1776",406491
"1777",292055
"1778",291856
"1779",275163
"1780",393829
"1781",287092
"1782",348960
"1783",517995
"1784",270379
"1785",302239
"1786",718736
"1787",317988
"1788",325596
"1789",268781
"1790",433682
"1791",349148
"1792",285775
"1793",270221
"1794",292317
"1795",377692
"1796",284907
"1797",255965
"1798",290441
"1799",346081
"1800",272425
"1801",256304
"1802",344060
"1803",285946
"1804",296982
"1805",277203
"1806",269890
"1807",477083
"1808",282155
"1809",365307
"1810",281743
"1811",264351
"1812",403027
"1813",360814
"1814",359988
"1815",308924
"1816",250804
"1817",316438
"1818",291414
"1819",324655
"1820",310260
"1821",442478
"1822",278414
"1823",547108
"1824",420842
"1825",353263
"1826",262031
"1827",334421
"1828",360186
"1829",368832
"1830",359131
"1831",295279
"1832",378272
"1833",391016
"1834",267661
"1835",393691
"1836",289430
"1837",310355
"1838",300828
"1839",330144
"1840",362654
"1841",474229
"1842",271610
"1843",268722
"1844",302584
"1845",311184
"1846",372149
"1847",349198
"1848",316304
"1849",347653
"1850",358373
"1851",265604
"1852",320077
"1853",287008
"1854",255586
"1855",342575
"1856",252457
"1857",289293
"1858",289223
"1859",295055
"1860",308764
"1861",358382
"1862",296897
"1863",252058
"1864",311311
"1865",357348
"1866",498833
"1867",259336
"1868",277488
"1869",267052
"1870",263339
"1871",324960
"1872",399008
"1873",326104
"1874",353696
"1875",882849
"1876",318280
"1877",279996
"1878",307520
"1879",327797
"1880",272551
"1881",265477
"1882",252029
"1883",263786
"1884",397877
"1885",316438
"1886",283921
"1887",339814
"1888",289228
"1889",365516
"1890",453663
"1891",250967
"1892",316470
"1893",293104
"1894",380357
"1895",339099
"1896",443508
"1897",279231
"1898",498411
"1899",262877
"1900",325537
"1901",504423
"1902",264700
"1903",335067
"1904",312055
"1905",373448
"1906",277630
"1907",328937
"1908",268315
"1909",322840
"1910",746660
"1911",327112
"1912",255456
"1913",373043
"1914",250423
"1915",334032
"1916",351770
"1917",415167
"1918",272442
"1919",366139
"1920",488459
"1921",423883
"1922",403471
"1923",343476
"1924",266336
"1925",457357
"1926",253811
"1927",501671
"1928",261639
"1929",370549
"1930",285775
"1931",362815
"1932",292816
"1933",339897
"1934",258406
"1935",306538
"1936",335655
"1937",291854
"1938",264554
"1939",319998
"1940",292217
"1941",323963
"1942",289950
"1943",320451
"1944",351952
"1945",281704
"1946",786418
"1947",317311
"1948",326048
"1949",348986
"1950",349434
"1951",305935
"1952",287988
"1953",277256
"1954",361608
"1955",257028
"1956",565313
"1957",483201
"1958",466458
"1959",345310
"1960",338611
"1961",275366
"1962",359397
"1963",358740
"1964",257148
"1965",278403
"1966",270324
"1967",304512
"1968",358668
"1969",350510
"1970",308241
"1971",254025
"1972",377622
"1973",391495
"1974",323164
"1975",326292
"1976",424934
"1977",314645
"1978",450200
"1979",279129
"1980",357223
"1981",304838
"1982",345339
"1983",250551
"1984",285832
"1985",338717
"1986",341672
"1987",322044
"1988",293809
"1989",465334
"1990",402748
"1991",252424
"1992",347873
"1993",298342
"1994",366483
"1995",335481
"1996",254230
"1997",403061
"1998",365430
"1999",355856
"2000",305379
"2001",482096
"2002",267843
"2003",261278
"2004",451603
"2005",307267
"2006",341643
"2007",256362
"2008",308077
"2009",465725
"2010",343121
"2011",298435
"2012",255824
"2013",255252
"2014",502633
"2015",279833
"2016",254351
"2017",284916
"2018",473133
"2019",271927
"2020",477867
"2021",394927
"2022",315437
"2023",255830
"2024",342049
"2025",328239
"2026",282421
"2027",361951
"2028",311311
"2029",305423
"2030",393715
"2031",382242
"2032",435356
"2033",273884
"2034",392518
"2035",296450
"2036",329426
"2037",327112
"2038",296538
"2039",478457
"2040",329797
"2041",653215
"2042",318061
"2043",260782
"2044",340580
"2045",327164
"2046",357173
"2047",299508
"2048",358747
"2049",317660
"2050",356934
"2051",437825
"2052",576645
"2053",260387
"2054",385177
"2055",510643
"2056",297697
"2057",275034
"2058",274445
"2059",294642
"2060",265007
"2061",318046
"2062",266598
"2063",279472
"2064",253190
"2065",279452
"2066",290660
"2067",274883
"2068",256362
"2069",538099
"2070",271933
"2071",343068
"2072",267912
"2073",256864
"2074",306678
"2075",371103
"2076",316271
"2077",315081
"2078",425502
"2079",432480
"2080",482211
"2081",353542
"2082",271486
"2083",258836
"2084",288530
"2085",295099
"2086",275338
"2087",357596
"2088",317809
"2089",324023
"2090",275466
"2091",377414
"2092",262617
"2093",335542
"2094",261437
"2095",366842
"2096",259323
"2097",301563
"2098",304175
"2099",313444
"2100",539019
"2101",344592
"2102",496743
"2103",256764
"2104",338281
"2105",256356
"2106",318644
"2107",455379
"2108",263220
"2109",321709
"2110",268390
"2111",421132
"2112",355459
"2113",312055
"2114",353479
"2115",321426
"2116",281647
"2117",360761
"2118",306993
"2119",268234
"2120",329174
"2121",418176
"2122",380390
"2123",250770
"2124",352045
"2125",303942
"2126",294671
"2127",416946
"2128",257200
"2129",452402
"2130",531055
"2131",298539
"2132",349986
"2133",320811
"2134",454076
"2135",434081
"2136",265386
"2137",318982
"2138",400287
"2139",349826
"2140",452402
"2141",318056
